实体,出现次数
sdhci-pci-o2micro,2
o2micro,2
Bayhub,2
MSM8996 Pro,2
NVRAM support,2
SubPMIC,2
restart driver,2
devname,2
R528,2
T113s,2
sub-devices,2
XBox,2
shield,2
Thunderstrike,2
touch keys,2
pm ops,2
rembrandt platform,2
rembrandt,2
vangogh platform,2
machine id,2
id's,2
LunarLake,2
UDA134x,2
cs35l45,2
speaker platform,2
pcmtest,2
CS35L56,2
HDA systems,2
retry mechanism,2
TDMA,2
temp sensor,2
RTL8192FU,2
RTL8710BU,2
RTL8188GU,2
tone,2
BSS_CHANGED_MU_GROUPS,2
ppag approved list,2
packet timestamping,2
RX queue,2
MAC block,2
Packet classify,2
classify,2
TXGBE,2
Round Robin,2
vendor/device ID,2
eswitch mode,2
EOPNOTSUPP,2
Wake on Lan,2
NAT-T,2
IPsec NAT-T,2
kernel API,2
CAN controllers,2
ftmac100,2
DQO descriptor format,2
bridge offload,2
RX buffers,2
usecs,2
TX timestamps,2
in-flight,2
Transmission,2
next LOM generation,2
88E6390X,2
04ca,2
Gale Peak,2
third party,2
ABGR,2
XBGR,2
AMOLED,2
kms driver,2
sync object,2
VirtIO,2
RPS thresholds,2
binds,2
Sitronix,2
ST7789V,2
cooperative,2
Upstream,2
degamma,2
legacy gamma,2
gamma LUT,2
userspace interfaces,2
ELF format,2
kcov coverage,2
ROG X16,2
function arguments,2
TRACING,2
manage,2
ERMS,2
Yitian 710,2
AmpereOne,2
switching support,2
Scalable Matrix Extension,2
Matrix,2
shootdown,2
reclamation,2
OCMEM driver,2
Nvidia systems,2
AN400,2
Galaxy Tab 3 8.0,2
wireless access points,2
access points,2
hci_sync,2
MSG_PEEK,2
NEXT-C-SID,2
C-SID,2
reasons,2
socket lock,2
backup nexthop ID,2
nexthop ID,2
Router Advertisement,2
Advertisement,2
phy-zynqmp,2
dynamic clock support,2
QFPROM,2
PECI,2
esmt,2
merrifield,2
Amlogic C3,2
PPS support,2
IOM device,2
T99W368,2
T99W373,2
LAN8742,2
inno-dsidphy,2
qca8081,2
rxfh,2
in-kernel support,2
Alert,2
offload mode,2
enctypes,2
tapiro,2
debug configuration,2
new inodes,2
hot reset,2
config fragments,2
Perf tool,2
BPF event,2
link show,2
bpf_map,2
wake_up,2
buffered write path,2
userfaults,2
scanned,2
total size,2
secretmem,2
opt-in,2
v4.2,2
round trips,2
bloom filter,2
repair fixes,2
lowerdata,2
metacopy,2
valid superblock,2
integrity checker,2
Tasks,2
scripts/gdb,2
CONFIG_EMBEDDED,2
EMBEDDED,2
Shrink,2
management tool,2
timeout parameter,2
Cluster,2
L3 caches,2
Control-flow Enforcement,2
security state,2
machinery,2
CBF clock,2
TI TPS6594,2
LSM303D,2
time stamp,2
accessory,2
imx8mq-usb,2
phy tuning,2
ethernet port,2
qcm2290,2
sm6115,2
salvo,2
Exynos4212,2
apss-ipq-pll,2
PWM timer,2
clocksource framework,2
J721S2,2
leds-mt6323,2
PMI8998,2
sysfs API,2
Whiskey Cove PMIC,2
MAX16508,2
supported boards,2
AYANEO,2
NCT6687D,2
fans,2
Intel Meteor Lake PCH-S,2
MTU3a,2
MAX77540,2
ADI MAX77540,2
MAX77541/MAX77540,2
AXP313a,2
lsm303d,2
LSM9DS0,2
sandisk,2
Intel Meteor Lake-S,2
GPIO3,2
AXP209,2
RAA215300,2
AXP15060,2
SPI controllers,2
Qualcomm PMIC,2
start address,2
USB driver,2
usb device,2
stateless decoder,2
Lightspeed,2
enable GPIO,2
uinput,2
multicore,2
amp driver,2
max98388,2
X1000 SoC,2
Google Chameleon v3,2
E-MU cards,2
E-MU,2
rawmidi,2
HD-Audio,2
firmware features,2
chip information,2
newer chips,2
factory test mode,2
CDC NCM,2
ethtool family,2
MediaTek SoC,2
clause 73,2
PCS driver,2
HTB offload,2
layer 2 miss,2
boot log,2
rx buffers,2
USXGMII,2
mv88e6393x,2
bcmge,2
10Mbps,2
Broadcom PHYs,2
low latency push,2
RGMII delays,2
mdio driver,2
framesizes,2
v4l2-async,2
max96712,2
block pr_ops,2
pr_ops,2
pscsi,2
int340x_thermal,2
A619,2
DPU support,2
LCDIF,2
panel controller,2
Tab P11,2
Lenovo Tab P11,2
AMD GPU,2
Colorspace,2
connector property,2
Type-C connectors,2
cacheflush,2
MPC85xx,2
ELFv2 ABI,2
ELFv2,2
kernel builds,2
Threading,2
jump-label implementation,2
jump-label,2
AIA CSRs,2
virtualize,2
HAVE_FUNCTION_GRAPH_RETVAL,2
Sipeed,2
Lichee Pi,2
data elimination,2
metric group,2
intel/pmc,2
Remapping,2
unaccepted memory,2
bringup,2
Automatic IBRS,2
vulnerability,2
L1 metrics,2
Branch Target Identification,2
perf/arm-cmn,2
arm-cmn,2
Samsung Galaxy Express,2
Galaxy Express,2
boot sequence,2
Powercap,2
Eager Page Splitting,2
Eager,2
Splitting,2
Toradex Verdin,2
FriendlyARM,2
reference platforms,2
Venice,2
armv5,2
multi-homing,2
socket addresses,2
rpcbind,2
subflow,2
GC transaction API,2
RTM_GETLINK,2
tcp window,2
signature support,2
akcipher,2
perf annotate browser,2
navigation,2
symbol address,2
metricgroup,2
pin path,2
md/raid0,2
removed mirror,2
page pinning,2
control command,2
UBLK,2
blk-wbt,2
slab merge,2
hardened,2
latency reduction,2
direct-io,2
non-root,2
Flag,2
remount-ro,2
continue,2
errors=continue,2
extent_buffer,2
flexible arrays,2
size calculations,2
CPU contention,2
load-balance,2
coredumps,2
idempotent,2
userspace APIs,2
flexible array,2
imx_dsp_rproc,2
PMIC support,2
REGISTER MAP ABSTRACTION,2
ABSTRACTION,2
maple tree,2
Poison,2
material,2
List,2
lower bandwidth mode,2
ipu3-cio2,2
device probe,2
video overlay,2
cio2,2
continuous mode,2
ENCODER,2
ACPI sysfs,2
s25hl02gt,2
s25hs02gt,2
ESMT,2
Clock driver,2
generators,2
APSS,2
OV5670,2
dwast2600,2
In-Band,2
PWMs,2
max597x,2
Lenovo Yoga Book X90F,2
X90F,2
pwm driver,2
sdm632,2
power-source,2
temperature support,2
Slave mode,2
Flash Controller,2
ulpi,2
ftdi-elan,2
bypass mode,2
PMIC GLINK,2
remote wakeup,2
12 bit,2
MXIII,2
saa7146,2
capture format,2
OV2685,2
AMD platforms,2
CS35L45,2
Smart Amplifier,2
Transformers,2
core_id,2
VivoBook,2
XDP multi-buffer,2
mlx5 IPsec packet offload,2
IPsec packet offload,2
firmware reset,2
IMPS,2
firmware commands,2
single channel concurrency,2
dynamic channel bandwidth,2
fine tune,2
debug counters,2
SDIO support,2
Congestion,2
IPA v5.0,2
stmmac driver,2
Intel FPGA,2
replay window,2
isotp,2
user info,2
Apple T2,2
p2p support,2
system reset,2
full system reset,2
w8997,2
hci_mrvl,2
positioning,2
SM8[12]50,2
userptr,2
YCbCr420,2
YCbCr,2
Super,2
imx25,2
load address,2
randomize,2
hw acceleration,2
simplification,2
Probing,2
downgrade,2
SCHED_MC,2
cpu feature,2
tablet-mode switch,2
Yoga Tablet,2
platform x86-android-tablets,2
comment,2
TPMI interface,2
5 level,2
BIST,2
portions,2
IDXD driver,2
DSA 2.0,2
PCIe HC,2
HDMI phy,2
PCIe2,2
Coresight Trace ID,2
Trace ID,2
Apple M2,2
Sunplus SP7021 SoC,2
MPC86xx,2
MPC82xx,2
e300,2
imx6dl-yapp4,2
yapp4,2
Rockchip SoCs,2
A311D,2
UMS512,2
predecessor,2
Sifive U74,2
DVSEC,2
VIRTIO_F_NOTIFICATION_DATA,2
NOTIFICATION,2
pass-thru,2
worker thread,2
Hyper-V VMBus,2
/sys/kernel/tracing,2
history,2
local kptrs,2
freplace,2
prerouting,2
function names,2
dst_entry,2
IPv4 address,2
MDB support,2
Fair Capacity,2
Capacity,2
resilience,2
VLAN interface,2
xdp_features,2
bonding driver,2
HWSIM,2
fast-rx,2
tc offload,2
act_tunnel_key,2
TUNNEL,2
bridge netfilter,2
statement,2
POLL,2
none,2
fullness,2
cgroup level,2
deadlines,2
kmem_cache_alloc,2
Per-VMA locks,2
Per-VMA,2
dm bufio,2
md/raid5,2
sequential IO,2
confidentiality,2
software encryption,2
multi-block allocator,2
writeback livelock avoidance,2
livelock,2
page tagging,2
verified,2
concurrent access,2
sysfs control,2
auto-analysis,2
STATE,2
TIMEOUT,2
stackleak,2
high water marks,2
error codes,2
Rust alloc,2
CSD lock,2
auxv,2
Interleave,2
resume operation,2
mlx5_vdpa,2
tpm_crb,2
qcom_q6v5_mss,2
cdsp,2
mpss,2
AM62A SoC,2
event logs,2
driver decoder,2
Sapphire Rapids server,2
F1C100s,2
eUSB2,2
repeater,2
eUSB2 repeater,2
SNPS,2
Qualcomm SM6115,2
HS-G4,2
r8a779g0,2
allocation mode,2
rev 1,2
logic interface,2
TRNG driver,2
DMA controllers,2
asic3,2
B650,2
B660,2
intel-m10-bmc-hwmon,2
Ultimate,2
xiic,2
Yoga Tab 3,2
Lenovo Yoga Tab 3,2
external ocelot switch control,2
ocelot switch,2
ocelot switch control,2
LSM303C,2
vcnl4040,2
fastmap control,2
cns3xxx,2
vqmmc,2
PXA168,2
v3020,2
rv3032,2
charger IC,2
Odroid Go Ultra,2
bcm63xx-hs,2
serial peripheral interface,2
altmodes,2
UVC Gadget,2
device-tree support,2
USBF,2
tegra-xudc,2
xudc,2
fotg210-udc,2
DualShock4,2
DualShock,2
HID topre,2
topre,2
HID++ 1.0,2
Signature,2
steam,2
Steam,2
Microphone,2
HID devices,2
cros_ec_keyb,2
d0i3,2
i2s tdm,2
Pass,2
BTC version,2
mt7921u,2
RxTx,2
tx packets,2
tx packets aggregation,2
fixed-link,2
set_eeprom,2
NFP3800,2
per action hw stats,2
hw stats,2
per action,2
rewrite table,2
VCAP rules,2
flower filter,2
TC flower filter,2
MAC Merge layer,2
fealnx,2
vsc7512,2
10 Mbps,2
2.5GbE,2
mv88e6390,2
400G,2
PPAG,2
Antenna,2
vpfe_capture,2
cpia2,2
stkwebcam,2
pcpu,2
pata_parport,2
PARIDE,2
PARIDE replacement,2
imx_sc_thermal,2
nvmem cells,2
calibration data,2
ESRT,2
w100fb,2
vc4 dpi,2
data-lanes,2
link-frequencies,2
Devfreq,2
profile mode,2
SMU13.0.0,2
visionox,2
bridge it66121,2
it66121,2
it6505 driver,2
i915.force_probe,2
force_probe,2
DSC support,2
storage key,2
kernel zlib,2
RTAS,2
devicetrees,2
kretprobes,2
Hyper-v,2
X570S,2
AORUS ELITE,2
cros_ec_typec,2
Microsoft Hypervisor,2
softirq context,2
Jetson AGX Orin,2
Armv8,2
AM69,2
Driver support,2
info driver,2
SoC info driver,2
Ramp,2
add-on board,2
Hynitron,2
6ULL,2
Card2,2
ADSP CDSP,2
MTP board,2
AM642,2
chromebooks,2
Snapdragon 662,2
Snapdragon 865,2
Model A,2
industrial applications,2
automotive applications,2
32-bit boards,2
rate reporting,2
authentication frames,2
Authentication offload,2
STA mode,2
MaxSDU,2
End behavior,2
code split,2
rate limits,2
specs,2
adjust_room,2
SolidNET,2
SolidNET DPU,2
VIRTIO_F_RING_RESET,2
RING_RESET,2
aggr,2
callstack,2
fetching,2
online CPUs,2
multi-actuator,2
actuator,2
ublk_drv,2
memory failure,2
page_add_file_rmap,2
memory-deny-write-execute,2
deny,2
tail page,2
FADV,2
anon pages,2
ipu policy,2
preallocated blocks,2
unthrottling,2
CFS bandwidth,2
kernel buffer,2
admin-guide,2
RCU stall,2
RSEQ,2
node id,2
io_uring_register,2
errno,2
ref-counted allocations,2
voltage limit,2
P-states,2
parameter negotiation,2
JZ4750,2
toprgu,2
Flash Interface,2
Versal platform,2
PCIe switch,2
SFDP,2
EM05CN,2
Quectel EM05CN,2
console support,2
ST VGXY61,2
VGXY61,2
dual edge,2
A31 ISP,2
Allwinner A31 ISP,2
wiimote,2
Deco 01,2
IQS7222A,2
v1.13,2
Book Pro,2
multi-port,2
nau8315,2
compatible id,2
fsl_micfil,2
MICA-071,2
max98927,2
fw logging,2
RX buffer allocation,2
MGBE,2
monitor interface,2
RF calibration,2
recovery mechanism,2
BT device,2
spatial reuse parameter set,2
parameter set,2
WED RX,2
power limit,2
Spectrum-1,2
ip6gre,2
PRE_COPY,2
multipath support,2
APPTRUST,2
mac addr,2
xdp support,2
set_pauseparam,2
v4.7,2
ndo_set_features,2
rx-vlan-filter,2
serdes support,2
rx vlan offload,2
ksz8,2
MTU configuration,2
hardware version,2
Microsoft Azure Network Adapter,2
Network Adapter,2
8761BUV,2
firmware revision,2
TCC cooling,2
Vivante,2
NVDEC,2
tegra NVDEC,2
AFBC support,2
YUV planes,2
cursors,2
clamp,2
image formats,2
zynqmp_dpsub,2
HuC loading,2
PCI host bridge,2
eckd,2
Renesas RZ/Five,2
Renesas RZ/Five SoC,2
HAVE_ARCH_HUGE_VMAP,2
PMEM support,2
sparse memory,2
ACPI S4,2
indices,2
MADT,2
autonuma,2
savedwrite,2
queued spinlock,2
UPDATE,2
Alderlake,2
B450M,2
SW_TABLET_MODE,2
TABLET,2
platform mellanox,2
delivery mode,2
EFI handover protocol,2
handover protocol,2
retbleed,2
chained,2
PMUv3,2
performance optimization,2
supplement,2
data processing instructions,2
Master Hub,2
I2C Master Hub,2
Haikou baseboard,2
Haikou,2
OnePlus,2
bcm47094,2
Qdrive-3,2
Mihawk,2
evoker,2
Aura,2
Zyxel,2
Delta AHE-50DC,2
gaming,2
RK356x,2
MSM8956,2
mobile phone chips,2
Poco F1,2
smpro,2
44.1,2
ART card,2
idt82p33,2
PTP_CLK_REQ_EXTTS,2
EXTTS,2
Ampere's Altra,2
misc driver,2
renesas-rpc-if,2
cirq,2
osm-l3,2
EPSS,2
EPSS L3,2
L3 support,2
hard reset,2
T99W175,2
phy-j721e-wiz,2
display clock,2
mstar,2
TSC page,2
root partition,2
NVMe devices,2
Multi-MSI,2
software nodes,2
pca9570,2
latch,2
VIII,2
palmas,2
Multi Function Devices (MFD),2
sx9360,2
mpl115,2
mcp3911,2
flash driver,2
sdhci-tegra,2
Inline Crypto Engine,2
f-sdh30,2
mmc driver,2
inner headers,2
net_tstamp,2
FASTOPEN,2
beaconing,2
drop monitor,2
direct read,2
bridge mcast,2
VirtioNet,2
TIME_WAIT,2
access right,2
ftruncate(2),2
O_TRUNC flag,2
testmgr,2
xcbc,2
test vectors,2
virtio_console,2
TDX guest,2
hv_balloon,2
kernel symbol,2
symbol name,2
JSON output,2
cgroup local storage,2
building blocks,2
memmove,2
redzone,2
head page,2
allocated page,2
Folios conversion,2
low memory,2
direct writes,2
expire,2
scrubber,2
START,2
plist,2
barrier mount option,2
occurrences,2
performance optimizations,2
TIOCSTI,2
stat(),2
specifier,2
cpu list,2
language,2
differential channels,2
differential,2
single tap,2
double tap,2
watchdog events,2
vDPA device,2
MSI controller,2
tune,2
security status,2
info ioctl,2
skx_common,2
sb_edac,2
usxgmii,2
CPSW5G,2
VersaClock,2
mpfs,2
clock drivers,2
MediaTek Helio X10,2
PCI Bridge,2
Vendor ID,2
emulated bridge,2
device information,2
psil,2
TX threads,2
dma driver,2
imx-scu,2
equation,2
active channel,2
fan speed controller,2
bus recovery,2
mlx90632,2
ltc2497,2
read request,2
meson-gx,2
MT6795 Helio X10,2
subtypes,2
cy8c95x0,2
ACPI device,2
MT6331 PMIC,2
PM6125,2
RPM regulators,2
qcom-cpufreq-hw,2
exynosautov9,2
NPCM845,2
rt1711h,2
EM9191,2
NPCM8XX support,2
power management ops,2
sub-system,2
Alder Lake P,2
control support,2
VSPD,2
h264 encoder,2
NotOnlyTV,2
LV3H,2
NotOnlyTV LV3H,2
bitstream,2
Intuos Pro Small,2
report descriptor,2
PhoenixRC,2
Flight Controller,2
mt6779-keypad,2
adp5588-keys,2
legacy support,2
kcontrol,2
sysclk,2
Apple machines,2
SOF support,2
intel-dspconfig,2
MSDU,2
8852C,2
SDIO ids,2
cold boot,2
loopback support,2
SYSTEMPORT Lite,2
SYSTEMPORT,2
mrouter,2
MII interface,2
Lenovo OneLink+ Dock,2
OneLink+,2
MAC passthrough,2
Travel Hub,2
AC131,2
adin1100,2
ct_state,2
FEC mode,2
Spectrum-4,2
umems,2
TCP checksum,2
E810T,2
port splitting,2
L2TPv3,2
dscp map,2
stmicro,2
dwmac-rk,2
ethtool counters,2
NXP ENETC,2
cmode,2
KSZ9896,2
multiple CPU ports,2
rdma ports,2
RTL8761BUV,2
Enclosure,2
environment variables,2
ACPI video,2
brightness control,2
Apple GMUX,2
GMUX,2
Measure,2
Multi-Inno Technology,2
Multi-Inno,2
dyndbg,2
gamma support,2
per-gt,2
RDNA2,2
microwatt,2
stolen time,2
VIRT_CPU_ACCOUNTING_GEN,2
generic EFI compressed boot,2
Zicbom,2
SysRq,2
clear_user,2
Raptor Lake S,2
sapphirerapids,2
mem/c2c,2
fan RPM,2
AMD PMF,2
Generic IO Page Table Framework,2
Page Table,2
IO Page Table,2
M1 Pro/Max,2
Dwarf unwinding,2
Dwarf,2
SVE functions,2
RZ/Five SoC,2
NanoPi R4S,2
Enterprise Edition,2
board revision,2
Methode,2
apq8060,2
dragonboard,2
DragonBoard,2
SAMA5D3,2
Rockchips RK3399,2
32-bit kernels,2
8 Gen 1,2
Snapdragon 8 Gen 1,2
market,2
phone SoCs,2
collect_md,2
collect,2
key handling,2
ADDR,2
rate adaptation,2
SO_RCVLOWAT,2
missing,2
256 bit,2
device offload,2
ARIA,2
sender side,2
hw offload,2
SYN ACK RTO,2
forward-edge,2
control-flow,2
bperf,2
old kernels,2
debug messages,2
raw BTF,2
tunnel flags,2
Parameterize,2
SOCK_DGRAM,2
SOCK_RAW,2
migration entries,2
Memory tiering,2
nouser_xattr,2
pcluster,2
SMB3 change notification,2
BLOCK,2
performance penalty,2
dropping,2
inconsistent,2
I/O completion,2
delayed items,2
current transaction,2
async buffered writes,2
strncpy,2
intent,2
NONBLOCK,2
managing,2
peak,2
R8A779G0,2
AXP221,2
Microchip PolarFire SoC,2
PMIC regulator,2
mp5416,2
devfreq driver,2
power scale,2
line discipline,2
ELM327,2
CAN driver,2
per-slave,2
HPE GXP,2
a3700,2
runtime suspend,2
udc driver,2
Icom,2
Video Guard Band,2
Guard Band,2
PAL-Nc,2
bus formats,2
i.MX8qm,2
i.MX8qxp,2
combiner,2
device class,2
trackpad,2
sticky,2
special driver,2
iforce,2
Input i8042,2
Aspire One,2
Input edt-ft5x06,2
header errors,2
Tegra210 and later,2
sun50i-codec-analog,2
max98396,2
RT711,2
ES8316,2
Dell dock,2
ALC298,2
CGCR,2
HLOS,2
phy-mode,2
CFO tracking,2
LED feature,2
phy dp83td510,2
preparations,2
resiliency,2
phylink support,2
marvell prestera,2
committed,2
VF VLAN,2
pruning,2
funeth,2
neterion,2
vxge,2
pause stats,2
mac config,2
cdc_ncm,2
gratuitous ARP,2
N150,2
mtip32xx,2
pm8001,2
dpt_i2o,2
RAPTORLAKE,2
ALDERLAKE_N,2
DataImage,2
nt36672a,2
edp panel,2
display lists,2
bcm2711,2
z-order,2
horizontal,2
bridge tc358767,2
small BAR,2
Intel Support,2
I915,2
available memory,2
peer-to-peer support,2
debug parameter,2
LogiCVC,2
LoongArch-related irqchip drivers,2
amd-iommu,2
CMCI,2
tablet mode switch,2
Surface Aggregator,2
upper bits,2
ioremap_prot,2
devapc,2
A64FX,2
BCM63138,2
DM644x,2
Qualcomm SDM660,2
Mi 5s Plus,2
carriers,2
Set-top-box,2
broadband,2
decrypt,2
add/remove,2
permanent,2
WAIT,2
setgroups(),2
security policy,2
kernel objects,2
paranoid,2
memfd_secret,2
anonymous inodes,2
private key,2
symmetric cipher algorithm,2
symmetric cipher,2
ca91cx42,2
Alder Lake-N,2
bulk API,2
internal eMMC,2
Samsung Galaxy A8,2
Galaxy A8,2
iomem,2
Region,2
Cinterion MV31-W,2
MV31-W,2
baseline,2
PIPE2UPHY,2
QMP PHY,2
DP phy,2
sh_cmt,2
timer-mediatek,2
GDSCs,2
Intel MTL,2
PMBus,2
Dell XPS 13,2
voltage sensor,2
output driver,2
sx9324,2
idle mode,2
round robin,2
inactivity,2
vhost scsi,2
version 7,2
preparation,2
userspace processing,2
KIND,2
BPF iterator,2
alloc_pages_vma(),2
vma_alloc_folio(),2
shrink_page_list(),2
alloc_pages_vma,2
vma_alloc_folio,2
shrink_page_list,2
cacheinfo,2
tools/vm/slabinfo,2
explicit synchronization,2
multipage,2
renameat2,2
FALLOC,2
INSERT,2
zoned support,2
chunk size,2
Repair,2
mirrors,2
compressed extents,2
inode creation time,2
dtbs,2
capability check,2
idle CPUs,2
spare,2
performance regressions,2
memory bandwidth,2
PELT,2
power efficiency,2
target module,2
target code,2
copy data,2
BDF selection,2
RX path,2
bcm2835-audio,2
2008R2,2
Win7,2
NVMe passthrough,2
VMID,2
queue_depth,2
bandgap,2
overheat,2
PMIC5,2
thermal k3,2
secrets,2
Monitoring Unit,2
max_cstate,2
nocst,2
resource managers,2
XRGB8888,2
SSD130x,2
IOVA,2
Display Stream Compression,2
Compression,2
LCDs,2
DSI-to-DPI,2
Lontium,2
ADV7535,2
USBC,2
NAVI12,2
utilisation,2
ADL-P DMC,2
platform info,2
coprocessors,2
xterm,2
terminal,2
liteuart,2
Goldfish,2
fdpic,2
ChaCha20,2
perf jitdump,2
BOOT,2
PROTOCOL,2
kexec_file_load,2
rv64,2
SYSTEM,2
SUSPEND,2
Qualcomm Snapdragon,2
ethernet switches,2
LAN966,2
Cortex-M7,2
deep learning,2
smart camera,2
Sapphirerapids,2
clearcpuid,2
VMLOAD,2
VMSAVE,2
vCPU preemption,2
Z490,2
Pro 8,2
noclflush,2
guest memory,2
memory integrity protection,2
Guest Support,2
integrity protection,2
interrupt controllers,2
can raw,2
non-Ethernet drivers,2
virt_to_bus,2
sched flower,2
TCP_DEFER_ACCEPT,2
DEFER,2
ACCEPT,2
listen,2
inet diag,2
prerequisites,2
max size,2
per-cpu list,2
hashed,2
blacklist keyring,2
NXP CAAM,2
PV drivers,2
trace clock,2
hybrid events,2
tool events,2
perf script python,2
off-cpu,2
aggregated,2
type names,2
SEC(),2
source ip,2
safety guarantees,2
xdp_md,2
writeback mode,2
TLB flushes,2
security issue,2
memory overcommit,2
SMBFS,2
printk index,2
CIFS Cache,2
data extents,2
subpage support,2
inline extents,2
write throughput,2
version 12,2
thread group,2
arch-specific code,2
ZSTD,2
task_work,2
sm5502,2
ptn5150,2
AST2600 compatible,2
iMX93,2
ptp ocp,2
free running,2
cycle counter,2
eFuse driver,2
tegra-hsp,2
assist unit,2
hardware revision,2
32KHz,2
r9a07g044,2
lane bonding,2
rockchip-dwc,2
Limit,2
sa2ul,2
physical addresses,2
dmamux,2
PTDMA,2
polled mode,2
Qualcomm LPG,2
teardown,2
X570-E,2
T_Sensor,2
Sunplus SoC,2
channel type,2
sc2721,2
drive-strength,2
DCDC,2
MT6366,2
KGDB support,2
BCM6345,2
omap2-mcspi,2
hclk,2
NAND Flash,2
wrapper driver,2
OTG support,2
imx412,2
picture,2
usages,2
touch ring,2
touch ring reports,2
base addresses,2
fsl_ssi,2
8ULP,2
i.MX8MPlus,2
plumbing,2
Jack detection,2
suspend state,2
ALC245,2
Speaker Playback Switch,2
hda codec,2
serial bus,2
tx_rate,2
EM7590,2
Sierra Wireless EM7590,2
0x1057,2
clock output,2
SD8997,2
in-band discovery,2
programmable pins,2
time limit,2
storm prevention,2
wireless support,2
tag_8021q,2
open-source,2
RX packets,2
mscc-miim,2
RJ45,2
MACB/GEM,2
queue allocation,2
cipher scheme,2
CT-KILL,2
CT-KILL notification,2
preset,2
DSCP QoS,2
race condition,2
stat counter,2
DSA switch,2
Ethernet packet,2
amplitude,2
GSWIP,2
ath6kl,2
radiotap header,2
WBS support,2
TF103C,2
LGSBWAC02,2
MT7663BUN,2
Chicony,2
RTL8723BE,2
8761BU,2
tegra-vde,2
media-csi,2
AMD P-State,2
Surface Go 3,2
LPS0,2
performance management,2
panel nt35560,2
nt35560,2
HDCP support,2
Intel ADL-N,2
accelerated migration,2
debugfs register,2
HELPER,2
GCC plugin,2
Malta,2
accelerated implementation,2
PMU virtualization,2
AVIC support,2
dual fan,2
i2c-multi-instantiate,2
omen,2
GAMING X,2
ENQCMD,2
Control Flow Integrity,2
Control Flow,2
heterogeneous systems,2
atomic ops,2
atomic support,2
Shadow Call Stack,2
EABI,2
ARMv4,2
Imote2,2
Stargate 2,2
Stargate,2
virt machine,2
Mercury,2
SSD201,2
Prestigio PMT5008,2
Prestigio,2
PMT5008,2
embedded board,2
Snapdragon 850,2
game console,2
game,2
MVEBU,2
Ctera,2
C200,2
Arm Juno,2
Amlogic S905D,2
Tesla FSD,2
Nexus,2
Nexus 5X,2
CAN frames,2
TCP_CORK,2
CORK,2
sendfile(),2
policing,2
AUTH,2
route preference,2
metadata device,2
ping6,2
autotuning,2
macvtap,2
Redundancy,2
completion queue,2
DSA FDB,2
HW counters,2
full packet,2
NBMA,2
protocol attribute,2
MSG_EOR,2
size_t,2
FORTIFY,2
RDSEED,2
RDRAND,2
trusted keyring,2
larger page sizes,2
virtio-crypto,2
kernel command line parameter,2
tracing buffer,2
KPROBE,2
function entry,2
function exit,2
bpf_cookie,2
MULTI,2
vmlinux BTF,2
Delta TN48M,2
remoteproc mediatek,2
rts5228,2
simple-mfd-i2c,2
mailbox controller,2
SECO,2
eDP PHY,2
qcom-snps,2
RTC clocks,2
rpmhcc,2
APCS clock controller,2
Multimedia Clock Controller,2
dynamic mode,2
UniPhier NX1,2
endpoint controller,2
pci-bridge-emul,2
emul,2
atmel-tdes,2
TDES,2
lan966x SoC,2
xdpe12284,2
tc654,2
sy7636a,2
asus_wmi_sensors,2
ROG STRIX,2
core voltage,2
averaging,2
Family 17h+,2
17h+,2
Process Call,2
CCGx,2
max77714,2
MAX77714,2
ACPI HID table,2
Write Protect,2
Protect,2
External ECC engines,2
external ECC engines,2
mchp23k256,2
icelake,2
alderlake,2
Raptor Lake-S,2
AB8500,2
dcvs,2
8250_bcm2835aux,2
nowayout,2
QUAD,2
ip-sleep wakeup,2
port controller,2
conn,2
imx7-mipi-csis,2
dw9714,2
optional regulator support,2
vivaldi,2
Magic Keyboard 2021,2
first generation,2
MacBook Pro,2
axis inversion,2
ThinkPad T14,2
rk3399_gru_sound,2
bclk,2
ACP support,2
RT1308,2
I2S support,2
WWAN card,2
typhoon,2
local NUMA node,2
MCS-11,2
RTL8168h,2
NFP-3800,2
Preliminary support,2
Ethernet port,2
mt7915e,2
SAR support,2
cgroup progs,2
interoperability,2
perf interface,2
access_state,2
aperture,2
stack depth,2
task command name,2
TGID,2
file creation time,2
stats counters,2
HW_TAGS,2
locations,2
NFS Readdir,2
NFS 4.1,2
elapsed time,2
unfair,2
logged metadata,2
UAPI headers,2
-Werror,2
little endian,2
multiple threads,2
Zen CPUs,2
i.MXRT,2
MT6873,2
CM-X255,2
arm-smmu-impl,2
soft-reset,2
inference,2
cs_dsp,2
mce_amd,2
bank types,2
Models 10h-1Fh,2
